Lema	Clase	Frecuencia	Frec. norm.	Frec. norm.
		general	con signos punt.	sin signos punt.
carcajada	N	6575	16.584	19.046
máscara	N	6575	16.584	19.046
tigre	N	6574	16.581	19.043
gobernante	N	6566	16.561	19.02
trayecto	N	6565	16.559	19.017
muñeco	N	6564	16.556	19.015
nacionalidad	N	6564	16.556	19.015
directivo	A	6560	16.546	19.003
poblar	V	6560	16.546	19.003
aplaudir	V	6554	16.531	18.986
vanguardia	N	6554	16.531	18.986
Medellín	K	6549	16.518	18.971
encaminar	V	6548	16.516	18.968
reparto	N	6546	16.511	18.962
arqueológico	A	6542	16.501	18.951
distraer	V	6539	16.493	18.942
transitar	V	6538	16.491	18.939
alza	N	6533	16.478	18.925
disputa	N	6530	16.47	18.916
bloquear	V	6529	16.468	18.913
renuncia	N	6528	16.465	18.91
retornar	V	6527	16.463	18.907
polo	N	6524	16.455	18.899
reconocido	A	6524	16.455	18.899
racional	A	6515	16.433	18.873
repertorio	N	6512	16.425	18.864
rematar	V	6510	16.42	18.858
cancelar	V	6505	16.407	18.844
genio	N	6503	16.402	18.838
ideal	N	6501	16.397	18.832
Alejandro	K	6500	16.395	18.829
modernidad	N	6495	16.382	18.815
exploración	N	6491	16.372	18.803
estatua	N	6490	16.369	18.8
huracán	N	6488	16.364	18.794
García	K	6486	16.359	18.789
moral	N	6485	16.357	18.786
enmarcar	V	6483	16.352	18.78
asiático	A	6482	16.349	18.777
bronce	N	6482	16.349	18.777
partícula	N	6482	16.349	18.777
solidario	A	6482	16.349	18.777
traducción	N	6481	16.347	18.774
demorar	V	6480	16.344	18.771
chaqueta	N	6479	16.342	18.768
inmigración	N	6479	16.342	18.768
bono	N	6474	16.329	18.754
lazo	N	6473	16.327	18.751
criar	V	6469	16.316	18.739
28	M	6467	16.311	18.734
acercamiento	N	6467	16.311	18.734
habilitar	V	6467	16.311	18.734
expandir	V	6465	16.306	18.728
bruto	A	6462	16.299	18.719
respiratorio	A	6462	16.299	18.719
culpable	A	6461	16.296	18.716
promotor	N	6459	16.291	18.71
Microsoft	K	6458	16.289	18.707
encajar	V	6451	16.271	18.687
vertical	A	6447	16.261	18.676
sistemático	A	6444	16.253	18.667
mediático	A	6441	16.246	18.658
amoroso	A	6438	16.238	18.65
cocer	V	6435	16.231	18.641
ratón	N	6431	16.221	18.629
nostalgia	N	6428	16.213	18.621
n	N	6427	16.211	18.618
suministro	N	6427	16.211	18.618
nutricional	A	6413	16.175	18.577
brecha	N	6411	16.17	18.571
videojuego	N	6411	16.17	18.571
aburrir	V	6407	16.16	18.56
intuir	V	6405	16.155	18.554
vestuario	N	6405	16.155	18.554
de cara a	P	6404	16.153	18.551
hembra	N	6402	16.148	18.545
encargado	A	6391	16.12	18.513
congelar	V	6386	16.107	18.499
invasión	N	6384	16.102	18.493
compatriota	N	6383	16.1	18.49
inducir	V	6383	16.1	18.49
narcotráfico	N	6382	16.097	18.487
organizador	N	6382	16.097	18.487
ritual	N	6380	16.092	18.482
espectro	N	6376	16.082	18.47
triunfar	V	6376	16.082	18.47
librería	N	6374	16.077	18.464
originario	A	6373	16.074	18.461
fracasar	V	6371	16.069	18.455
economista	N	6369	16.064	18.45
Asia	K	6366	16.057	18.441
asalto	N	6363	16.049	18.432
caza	N	6363	16.049	18.432
fotográfico	A	6361	16.044	18.426
contundente	A	6360	16.042	18.424
interesado	A	6360	16.042	18.424
atracción	N	6356	16.031	18.412
caña	N	6355	16.029	18.409
insuficiente	A	6354	16.026	18.406
efectividad	N	6353	16.024	18.403
indicio	N	6347	16.009	18.386
fusión	N	6344	16.001	18.377
legítimo	A	6343	15.999	18.374
rozar	V	6341	15.994	18.369
valenciano	A	6340	15.991	18.366
campamento	N	6339	15.989	18.363
Rodríguez	K	6337	15.984	18.357
informal	A	6333	15.973	18.345
irregular	A	6332	15.971	18.342
trasero	A	6332	15.971	18.342
alegar	V	6330	15.966	18.337
sobrar	V	6324	15.951	18.319
tele	N	6324	15.951	18.319
arriesgar	V	6323	15.948	18.316
sancionar	V	6319	15.938	18.305
azul	N	6318	15.936	18.302
tranquilizar	V	6316	15.931	18.296
diagnosticar	V	6315	15.928	18.293
presupuestario	A	6311	15.918	18.282
manga	N	6308	15.91	18.273
López	K	6302	15.895	18.256
venganza	N	6299	15.888	18.247
calificación	N	6293	15.873	18.229
gala	N	6291	15.868	18.224
impresionar	V	6290	15.865	18.221
Bolívar	K	6288	15.86	18.215
tornar	V	6287	15.857	18.212
1980	N	6285	15.852	18.206
subida	N	6281	15.842	18.195
menú	N	6280	15.84	18.192
teniente	N	6277	15.832	18.183
verde	N	6276	15.83	18.18
desfile	N	6273	15.822	18.172
discreto	A	6273	15.822	18.172
noventa	N	6270	15.815	18.163
alivio	N	6269	15.812	18.16
homicidio	N	6269	15.812	18.16
27	M	6268	15.81	18.157
publicitario	A	6268	15.81	18.157
manipular	V	6265	15.802	18.148
falla	N	6264	15.799	18.145
inconveniente	N	6264	15.799	18.145
aplauso	N	6262	15.794	18.14
macho	N	6260	15.789	18.134
mercancía	N	6259	15.787	18.131
saludo	N	6259	15.787	18.131
tubo	N	6258	15.784	18.128
Pacífico	K	6257	15.782	18.125
movilizar	V	6257	15.782	18.125
étnico	A	6257	15.782	18.125
rapidez	N	6255	15.777	18.119
maniobra	N	6254	15.774	18.117
supermercado	N	6252	15.769	18.111
suicidio	N	6251	15.767	18.108
aparente	A	6249	15.762	18.102
ángulo	N	6247	15.757	18.096
emocionar	V	6246	15.754	18.093
fabricación	N	6244	15.749	18.088
relajar	V	6243	15.746	18.085
velar	V	6238	15.734	18.07
prohibición	N	6237	15.731	18.067
vano	A	6235	15.726	18.061
naturalmente	R	6234	15.724	18.059
bota	N	6229	15.711	18.044
deducir	V	6227	15.706	18.038
guerrilla	N	6227	15.706	18.038
donación	N	6224	15.699	18.03
nativo	A	6222	15.693	18.024
temática	N	6222	15.693	18.024
tronco	N	6215	15.676	18.004
pertenencia	N	6212	15.668	17.995
maravilla	N	6209	15.661	17.986
evocar	V	6207	15.656	17.98
Franco	K	6204	15.648	17.972
filmar	V	6202	15.643	17.966
prolongado	A	6201	15.641	17.963
acera	N	6200	15.638	17.96
intermedio	A	6200	15.638	17.96
gasolina	N	6198	15.633	17.954
Obama	K	6193	15.62	17.94
innovador	A	6193	15.62	17.94
interrogar	V	6191	15.615	17.934
insumo	N	6190	15.613	17.931
sobre	N	6185	15.6	17.917
abrigo	N	6180	15.588	17.902
Florida	K	6179	15.585	17.899
otoño	N	6179	15.585	17.899
anónimo	A	6175	15.575	17.888
Oscar	K	6174	15.572	17.885
bailarín	N	6173	15.57	17.882
luminoso	A	6173	15.57	17.882
vigor	N	6171	15.565	17.876
32	M	6170	15.562	17.873
susurrar	V	6169	15.56	17.87
Roberto	K	6162	15.542	17.85
administrador	N	6158	15.532	17.838
molestia	N	6157	15.53	17.836
celo	N	6156	15.527	17.833
oxígeno	N	6154	15.522	17.827
nutriente	N	6151	15.514	17.818
encarnar	V	6150	15.512	17.815
trágico	A	6150	15.512	17.815
rumbo a	P	6148	15.507	17.809
armonía	N	6146	15.502	17.804
inscripción	N	6145	15.499	17.801
pastilla	N	6145	15.499	17.801
Mario	K	6141	15.489	17.789
romano	A	6140	15.487	17.786
nutrición	N	6137	15.479	17.778
obsesión	N	6135	15.474	17.772
Mercedes	K	6133	15.469	17.766
citado	A	6126	15.451	17.746
ladrón	N	6125	15.449	17.743
aparte	R	6124	15.446	17.74
setenta	N	6117	15.429	17.72
ausente	A	6116	15.426	17.717
israelí	A	6113	15.419	17.708
dificultar	V	6111	15.414	17.702
suscribir	V	6108	15.406	17.694
amo	N	6105	15.398	17.685
implicación	N	6105	15.398	17.685
agricultor	N	6103	15.393	17.679
mención	N	6099	15.383	17.668
puño	N	6099	15.383	17.668
globo	N	6098	15.381	17.665
horrible	A	6098	15.381	17.665
alejado	A	6094	15.371	17.653
docena	N	6094	15.371	17.653
seminario	N	6091	15.363	17.644
desesperar	V	6090	15.361	17.641
vulnerabilidad	N	6090	15.361	17.641
in	F	6083	15.343	17.621
contrastar	V	6081	15.338	17.615
tumbar	V	6081	15.338	17.615
canciller	N	6079	15.333	17.61
Irán	K	6076	15.325	17.601
antigüedad	N	6072	15.315	17.589
molesto	A	6069	15.308	17.581
física	N	6066	15.3	17.572
tortura	N	6063	15.292	17.563
periodístico	A	6060	15.285	17.555
gafa	N	6056	15.275	17.543
pañuelo	N	6056	15.275	17.543
repleto	A	6054	15.27	17.537
premiar	V	6048	15.255	17.52
recalcar	V	6048	15.255	17.52
personalmente	R	6047	15.252	17.517
Lucía	K	6046	15.25	17.514
exilio	N	6045	15.247	17.511
inspiración	N	6045	15.247	17.511
cien	N	6043	15.242	17.505
doctrina	N	6042	15.239	17.502
fraude	N	6034	15.219	17.479
ridículo	A	6031	15.212	17.471
mutuo	A	6028	15.204	17.462
emisor	N	6026	15.199	17.456
escénico	A	6025	15.197	17.453
revolver	V	6024	15.194	17.45
reconstrucción	N	6023	15.192	17.447
Apple	K	6019	15.181	17.436
en tanto que	C	6018	15.179	17.433
tapa	N	6015	15.171	17.424
emergente	A	6013	15.166	17.418
frágil	A	6009	15.156	17.407
detección	N	5997	15.126	17.372
Marta	K	5996	15.123	17.369
detenido	N	5996	15.123	17.369
indicación	N	5996	15.123	17.369
sucesivo	A	5996	15.123	17.369
sendero	N	5995	15.121	17.366
aborto	N	5993	15.116	17.36
sigla	N	5993	15.116	17.36
chileno	N	5992	15.113	17.358
célebre	A	5992	15.113	17.358
lata	N	5992	15.113	17.358
jazz	N	5990	15.108	17.352
rubro	N	5985	15.096	17.337
gigantesco	A	5983	15.091	17.331
apelar	V	5982	15.088	17.329
equidad	N	5977	15.076	17.314
postre	N	5976	15.073	17.311
humilde	A	5975	15.07	17.308
aproximación	N	5974	15.068	17.305
celda	N	5972	15.063	17.3
cardiovascular	A	5971	15.06	17.297
epidemia	N	5971	15.06	17.297
judío	A	5969	15.055	17.291
raya	N	5966	15.048	17.282
gama	N	5962	15.038	17.271
percatar	V	5962	15.038	17.271
admiración	N	5961	15.035	17.268
especificar	V	5960	15.033	17.265
manual	N	5960	15.033	17.265
prima	N	5960	15.033	17.265
barro	N	5959	15.03	17.262
pleno	N	5959	15.03	17.262
remover	V	5958	15.028	17.259
municipalidad	N	5957	15.025	17.256
expedición	N	5956	15.023	17.253
oliva	N	5955	15.02	17.25
metáfora	N	5952	15.012	17.242
acento	N	5951	15.01	17.239
residente	N	5951	15.01	17.239
extinción	N	5950	15.007	17.236
Grecia	K	5949	15.005	17.233
túnel	N	5949	15.005	17.233
sincero	A	5948	15.002	17.23
Victoria	K	5945	14.995	17.221
cognitivo	A	5937	14.975	17.198
circo	N	5932	14.962	17.184
departamental	A	5930	14.957	17.178
OMS	K	5925	14.944	17.163
ciertamente	R	5925	14.944	17.163
Julián	K	5922	14.937	17.155
consagrar	V	5922	14.937	17.155
alargar	V	5917	14.924	17.14
l	N	5916	14.922	17.137
cineasta	N	5915	14.919	17.134
alfombra	N	5914	14.917	17.132
capitalismo	N	5911	14.909	17.123
etiqueta	N	5911	14.909	17.123
supuesto	N	5908	14.902	17.114
algodón	N	5905	14.894	17.106
cruel	A	5903	14.889	17.1
terminal	N	5902	14.886	17.097
Santo Domingo	K	5897	14.874	17.082
novedoso	A	5897	14.874	17.082
prioritario	A	5893	14.864	17.071
aislar	V	5887	14.849	17.053
adverso	A	5883	14.838	17.042
fauna	N	5881	14.833	17.036
posibilitar	V	5881	14.833	17.036
molécula	N	5880	14.831	17.033
apurar	V	5876	14.821	17.022
terrorista	N	5865	14.793	16.99
ida	N	5863	14.788	16.984
XVI	N	5862	14.785	16.981
estúpido	A	5862	14.785	16.981
Fernández	K	5856	14.77	16.964
servidor	N	5856	14.77	16.964
chiste	N	5854	14.765	16.958
gremio	N	5854	14.765	16.958
Los Ángeles	K	5853	14.763	16.955
afectado	A	5850	14.755	16.946
f	N	5848	14.75	16.94
Santa Cruz	K	5844	14.74	16.929
ceniza	N	5843	14.738	16.926
bus	N	5841	14.733	16.92
desorden	N	5841	14.733	16.92
interminable	A	5841	14.733	16.92
2019	N	5839	14.727	16.914
armario	N	5827	14.697	16.88
amargo	A	5822	14.685	16.865
centroamericano	A	5821	14.682	16.862
indirecto	A	5819	14.677	16.856
plantilla	N	5819	14.677	16.856
crudo	A	5817	14.672	16.851
recortar	V	5815	14.667	16.845
alojar	V	5805	14.642	16.816
umbral	N	5804	14.639	16.813
rehabilitación	N	5801	14.632	16.804
culto	N	5797	14.622	16.793
sucesión	N	5796	14.619	16.79
operativo	N	5795	14.616	16.787
persecución	N	5795	14.616	16.787
desesperación	N	5794	14.614	16.784
estética	N	5793	14.611	16.781
igualar	V	5793	14.611	16.781
pánico	N	5790	14.604	16.772
licenciado	N	5789	14.601	16.77
reparación	N	5789	14.601	16.77
inauguración	N	5788	14.599	16.767
mudar	V	5787	14.596	16.764
injusto	A	5784	14.589	16.755
biografía	N	5779	14.576	16.741
restauración	N	5776	14.569	16.732
*	Y	5773	14.561	16.723
Zapatero	K	5768	14.548	16.709
mixto	A	5768	14.548	16.709
pescador	N	5767	14.546	16.706
contaminar	V	5765	14.541	16.7
prejuicio	N	5763	14.536	16.694
auditorio	N	5761	14.531	16.688
defensivo	A	5761	14.531	16.688
disolver	V	5757	14.521	16.677
puntual	A	5756	14.518	16.674
envío	N	5755	14.516	16.671
comercializar	V	5754	14.513	16.668
carnaval	N	5747	14.495	16.648
multa	N	5747	14.495	16.648
0	M	5745	14.49	16.642
cueva	N	5745	14.49	16.642
pretensión	N	5737	14.47	16.619
restringir	V	5736	14.468	16.616
presumir	V	5734	14.463	16.61
eventual	A	5733	14.46	16.607
persistir	V	5733	14.46	16.607
sopa	N	5733	14.46	16.607
art	F	5730	14.453	16.599
noble	A	5727	14.445	16.59
oración	N	5725	14.44	16.584
XVIII	N	5723	14.435	16.578
ordinario	A	5723	14.435	16.578
frustración	N	5721	14.43	16.573
talla	N	5720	14.427	16.57
gallina	N	5719	14.425	16.567
exportar	V	5717	14.42	16.561
libra	N	5716	14.417	16.558
inundar	V	5714	14.412	16.552
militante	N	5713	14.41	16.549
recrear	V	5713	14.41	16.549
ceja	N	5712	14.407	16.546
aferrar	V	5710	14.402	16.541
verbal	A	5709	14.4	16.538
narrativo	A	5702	14.382	16.517
alquilar	V	5695	14.364	16.497
reportaje	N	5691	14.354	16.486
Ortega	K	5689	14.349	16.48
diccionario	N	5689	14.349	16.48
rogar	V	5685	14.339	16.468
vapor	N	5685	14.339	16.468
marítimo	A	5682	14.331	16.46
editorial	A	5681	14.329	16.457
gobernación	N	5681	14.329	16.457
rondar	V	5678	14.321	16.448
arder	V	5677	14.319	16.445
bautizar	V	5677	14.319	16.445
compuesto	N	5676	14.316	16.442
semestre	N	5675	14.314	16.439
volcar	V	5675	14.314	16.439
pálido	A	5672	14.306	16.431
estadístico	A	5671	14.304	16.428
lingüístico	A	5666	14.291	16.413
normalidad	N	5665	14.289	16.41
retrasar	V	5665	14.289	16.41
octavo	M	5663	14.284	16.405
mejoramiento	N	5662	14.281	16.402
aldea	N	5661	14.279	16.399
malestar	N	5659	14.273	16.393
perfección	N	5657	14.268	16.387
voltear	V	5657	14.268	16.387
geografía	N	5655	14.263	16.381
matiz	N	5653	14.258	16.376
óptimo	A	5650	14.251	16.367
coincidencia	N	5649	14.248	16.364
descarga	N	5646	14.241	16.355
esclavo	N	5644	14.236	16.349
lente	N	5644	14.236	16.349
IV	N	5640	14.226	16.338
comando	N	5640	14.226	16.338
Ricardo	K	5639	14.223	16.335
hongo	N	5638	14.22	16.332
poblador	N	5637	14.218	16.329
redactar	V	5634	14.21	16.321
represión	N	5632	14.205	16.315
habitualmente	R	5631	14.203	16.312
derivado	A	5627	14.193	16.3
mítico	A	5626	14.19	16.297
noveno	M	5626	14.19	16.297
actualización	N	5625	14.188	16.294
equivaler	V	5622	14.18	16.286
bloqueo	N	5617	14.168	16.271
cadera	N	5616	14.165	16.268
trece	M	5614	14.16	16.263
anfitrión	N	5613	14.157	16.26
inédito	A	5612	14.155	16.257
niñez	N	5612	14.155	16.257
pandemia	N	5612	14.155	16.257
filosófico	A	5609	14.147	16.248
ahora bien	R	5608	14.145	16.245
prestigioso	A	5606	14.14	16.239
Sofía	K	5605	14.137	16.236
debutar	V	5604	14.135	16.234
sospechoso	A	5603	14.132	16.231
nasa	N	5601	14.127	16.225
cardenal	N	5600	14.125	16.222
consolidación	N	5596	14.115	16.21
pertinente	A	5595	14.112	16.208
cuartel	N	5593	14.107	16.202
abundar	V	5592	14.104	16.199
ambición	N	5592	14.104	16.199
farmacia	N	5592	14.104	16.199
melodía	N	5588	14.094	16.187
plenamente	R	5588	14.094	16.187
arreglo	N	5587	14.092	16.184
2020	N	5585	14.087	16.179
flora	N	5576	14.064	16.152
bodega	N	5573	14.057	16.144
retroceder	V	5573	14.057	16.144
Martín	K	5572	14.054	16.141
felicitar	V	5572	14.054	16.141
ensayar	V	5571	14.052	16.138
pimienta	N	5571	14.052	16.138
independientemente	R	5569	14.046	16.132
destrozar	V	5566	14.039	16.124
Chicago	K	5564	14.034	16.118
atractivo	N	5559	14.021	16.103
hospitalario	A	5556	14.014	16.095
líquido	A	5555	14.011	16.092
a la vez que	C	5554	14.009	16.089
cooperativa	N	5554	14.009	16.089
escasez	N	5552	14.004	16.083
oficialmente	R	5549	13.996	16.074
Sánchez	K	5547	13.991	16.068
león	N	5546	13.988	16.066
murmurar	V	5544	13.983	16.06
obrero	A	5544	13.983	16.06
1985	N	5541	13.976	16.051
inmueble	N	5539	13.971	16.045
biología	N	5538	13.968	16.042
franja	N	5534	13.958	16.031
maquinaria	N	5534	13.958	16.031
gigante	A	5528	13.943	16.013
andaluz	A	5525	13.935	16.005
iluminación	N	5525	13.935	16.005
nacionalista	A	5525	13.935	16.005
robot	N	5524	13.933	16.002
harto	A	5523	13.93	15.999
mineral	N	5521	13.925	15.993
minoría	N	5521	13.925	15.993
t	N	5521	13.925	15.993
Cristina	K	5517	13.915	15.982
partidario	A	5510	13.898	15.961
explícito	A	5504	13.883	15.944
chico	A	5502	13.877	15.938
debut	N	5501	13.875	15.935
farmacéutico	A	5501	13.875	15.935
lástima	N	5498	13.867	15.927
panel	N	5498	13.867	15.927
vosotros	L	5498	13.867	15.927
costero	A	5497	13.865	15.924
seña	N	5495	13.86	15.918
asombro	N	5494	13.857	15.915
repasar	V	5494	13.857	15.915
socialismo	N	5493	13.855	15.912
verter	V	5492	13.852	15.909
ironía	N	5490	13.847	15.903
acero	N	5489	13.845	15.9
Ernesto	K	5488	13.842	15.898
aspirante	N	5486	13.837	15.892
legislatura	N	5484	13.832	15.886
rata	N	5484	13.832	15.886
plasmar	V	5480	13.822	15.874
corbata	N	5478	13.817	15.869
250	M	5475	13.809	15.86
pacífico	A	5474	13.807	15.857
Rafael	K	5470	13.797	15.845
inspección	N	5469	13.794	15.843
ambicioso	A	5456	13.761	15.805
pronóstico	N	5456	13.761	15.805
oh	I	5451	13.749	15.79
rector	N	5451	13.749	15.79
obligado	A	5449	13.744	15.785
nomás	R	5447	13.739	15.779
predominar	V	5445	13.734	15.773
crucial	A	5444	13.731	15.77
matemático	A	5444	13.731	15.77
chofer	N	5443	13.729	15.767
gallego	A	5443	13.729	15.767
bordo	N	5440	13.721	15.759
mosca	N	5438	13.716	15.753
párrafo	N	5438	13.716	15.753
1986	N	5437	13.714	15.75
acertar	V	5435	13.708	15.744
revelación	N	5434	13.706	15.741
carajo	N	5431	13.698	15.732
Suiza	K	5429	13.693	15.727
advertencia	N	5429	13.693	15.727
psicología	N	5427	13.688	15.721
Lucas	K	5422	13.676	15.706
puntualizar	V	5420	13.671	15.701
refugiar	V	5420	13.671	15.701
ascensor	N	5417	13.663	15.692
clausura	N	5417	13.663	15.692
protagonismo	N	5416	13.661	15.689
especializar	V	5415	13.658	15.686
i	N	5414	13.656	15.683
parada	N	5414	13.656	15.683
transferir	V	5414	13.656	15.683
sabiduría	N	5412	13.65	15.677
indagar	V	5411	13.648	15.675
deficiencia	N	5408	13.64	15.666
en base a	P	5405	13.633	15.657
fuertemente	R	5405	13.633	15.657
barba	N	5399	13.618	15.64
espontáneo	A	5397	13.613	15.634
tierno	A	5395	13.608	15.628
confuso	A	5394	13.605	15.625
ganado	N	5394	13.605	15.625
asentamiento	N	5391	13.597	15.617
conducción	N	5390	13.595	15.614
vinculación	N	5388	13.59	15.608
hondo	A	5387	13.587	15.605
suspirar	V	5386	13.585	15.602
alentar	V	5383	13.577	15.593
fatal	A	5382	13.575	15.591
infectar	V	5382	13.575	15.591
brotar	V	5379	13.567	15.582
San Juan	K	5378	13.565	15.579
1988	N	5372	13.55	15.562
atlético	A	5372	13.55	15.562
tentación	N	5372	13.55	15.562
suministrar	V	5371	13.547	15.559
sutil	A	5371	13.547	15.559
Cali	K	5368	13.539	15.55
de ahí que	C	5365	13.532	15.541
aislamiento	N	5364	13.529	15.538
comprador	N	5364	13.529	15.538
timbre	N	5362	13.524	15.533
Martínez	K	5359	13.517	15.524
marketing	N	5355	13.507	15.512
devorar	V	5354	13.504	15.509
entretener	V	5354	13.504	15.509
encarar	V	5353	13.502	15.507
precaución	N	5348	13.489	15.492
distante	A	5346	13.484	15.486
judío	N	5346	13.484	15.486
realista	A	5346	13.484	15.486
inmóvil	A	5345	13.481	15.483
Margarita	K	5344	13.479	15.48
muscular	A	5339	13.466	15.466
whisky	N	5338	13.464	15.463
textura	N	5336	13.459	15.457
permanencia	N	5331	13.446	15.443
reponer	V	5328	13.439	15.434
adolescente	A	5326	13.434	15.428
cívico	A	5326	13.434	15.428
sacrificar	V	5325	13.431	15.425
comicios	N	5324	13.429	15.422
al fin y al cabo	R	5323	13.426	15.42
35	N	5322	13.423	15.417
marina	N	5322	13.423	15.417
comuna	N	5321	13.421	15.414
catorce	M	5320	13.418	15.411
bestia	N	5315	13.406	15.396
humanitario	A	5314	13.403	15.394
internar	V	5313	13.401	15.391
plaga	N	5313	13.401	15.391
repercusión	N	5313	13.401	15.391
gripe	N	5310	13.393	15.382
tolerancia	N	5310	13.393	15.382
extracción	N	5307	13.386	15.373
manipulación	N	5305	13.381	15.367
abstracto	A	5303	13.376	15.362
adornar	V	5303	13.376	15.362
empeño	N	5303	13.376	15.362
topar	V	5303	13.376	15.362
esperado	A	5300	13.368	15.353
Rosario	K	5298	13.363	15.347
nene	N	5297	13.36	15.344
decorar	V	5294	13.353	15.336
oscilar	V	5294	13.353	15.336
agravar	V	5293	13.35	15.333
acorde	A	5290	13.343	15.324
sumamente	R	5289	13.34	15.321
Mónica	K	5284	13.328	15.307
plantación	N	5284	13.328	15.307
arquitectónico	A	5279	13.315	15.292
pino	N	5279	13.315	15.292
furia	N	5278	13.312	15.289
obtención	N	5276	13.307	15.283
600	M	5274	13.302	15.278
optimista	A	5274	13.302	15.278
configuración	N	5270	13.292	15.266
instinto	N	5270	13.292	15.266
acta	N	5265	13.28	15.252
cruce	N	5264	13.277	15.249
sobresalir	V	5264	13.277	15.249
caldo	N	5263	13.275	15.246
boleto	N	5262	13.272	15.243
arrepentir	V	5261	13.27	15.24
polémico	A	5261	13.27	15.24
fronterizo	A	5260	13.267	15.237
peculiar	A	5258	13.262	15.231
prevalencia	N	5258	13.262	15.231
Max	K	5254	13.252	15.22
encoger	V	5254	13.252	15.22
cocinero	N	5251	13.244	15.211
adjudicar	V	5247	13.234	15.199
espada	N	5247	13.234	15.199
brote	N	5245	13.229	15.194
gratis	R	5240	13.217	15.179
modernización	N	5239	13.214	15.176
desconocido	N	5238	13.212	15.173
set	N	5238	13.212	15.173
precedente	N	5236	13.207	15.168
sesenta	N	5232	13.196	15.156
mochila	N	5229	13.189	15.147
almacenamiento	N	5227	13.184	15.142
desconfianza	N	5221	13.169	15.124
bandeja	N	5218	13.161	15.115
asignatura	N	5216	13.156	15.11
puto	A	5215	13.154	15.107
documentar	V	5214	13.151	15.104
vocero	N	5212	13.146	15.098
suscitar	V	5210	13.141	15.092
catástrofe	N	5207	13.133	15.084
renovable	A	5198	13.111	15.058
últimamente	R	5198	13.111	15.058
inundación	N	5193	13.098	15.043
cartón	N	5190	13.091	15.034
monja	N	5190	13.091	15.034
gimnasio	N	5189	13.088	15.031
pilar	N	5187	13.083	15.026
de todos modos	R	5186	13.08	15.023
estructurar	V	5186	13.08	15.023
transacción	N	5183	13.073	15.014
cemento	N	5181	13.068	15.008
tenso	A	5178	13.06	15.0
asignación	N	5173	13.048	14.985
1987	N	5171	13.043	14.979
ante merídiem	R	5170	13.04	14.976
sexualidad	N	5169	13.038	14.973
apoderar	V	5167	13.033	14.968
cigarro	N	5166	13.03	14.965
galaxia	N	5166	13.03	14.965
Arturo	K	5165	13.027	14.962
alquiler	N	5163	13.022	14.956
privilegiado	A	5160	13.015	14.947
exótico	A	5159	13.012	14.945
lateral	A	5156	13.005	14.936
1970	N	5155	13.002	14.933
presenciar	V	5155	13.002	14.933
recto	A	5155	13.002	14.933
Pilar	K	5151	12.992	14.921
tour	N	5149	12.987	14.916
1.000	M	5147	12.982	14.91
contagiar	V	5147	12.982	14.91
PC	K	5144	12.974	14.901
perfume	N	5142	12.969	14.895
lobo	N	5141	12.967	14.892
portada	N	5141	12.967	14.892
complicidad	N	5140	12.964	14.889
entretenimiento	N	5140	12.964	14.889
toalla	N	5137	12.957	14.881
arrebatar	V	5135	12.952	14.875
ruso	N	5135	12.952	14.875
nadar	V	5128	12.934	14.855
jerarquía	N	5126	12.929	14.849
heredero	N	5119	12.911	14.829
trigo	N	5118	12.909	14.826
coronar	V	5116	12.904	14.82
acreditar	V	5111	12.891	14.805
muslo	N	5110	12.889	14.803
barril	N	5107	12.881	14.794
Asturias	K	5106	12.879	14.791
film	N	5103	12.871	14.782
aplastar	V	5101	12.866	14.777
carbón	N	5100	12.864	14.774
intensivo	A	5100	12.864	14.774
módulo	N	5098	12.858	14.768
insertar	V	5096	12.853	14.762
expulsión	N	5095	12.851	14.759
volcán	N	5095	12.851	14.759
Bruselas	K	5093	12.846	14.753
guante	N	5092	12.843	14.75
denso	A	5089	12.836	14.742
Málaga	K	5085	12.826	14.73
Pérez	K	5082	12.818	14.721
artesanal	A	5082	12.818	14.721
Nicolás	K	5081	12.816	14.719
reventar	V	5079	12.811	14.713
apresurar	V	5077	12.806	14.707
sentimental	A	5076	12.803	14.704
tóxico	A	5073	12.795	14.695
reivindicar	V	5068	12.783	14.681
remate	N	5068	12.783	14.681
fundir	V	5062	12.768	14.664
prisionero	N	5062	12.768	14.664
Mariana	K	5059	12.76	14.655
imaginario	A	5057	12.755	14.649
Colón	K	5056	12.753	14.646
pulso	N	5054	12.747	14.64
roto	A	5052	12.742	14.635
normativo	A	5051	12.74	14.632
ternura	N	5050	12.737	14.629
entendimiento	N	5048	12.732	14.623
legado	N	5048	12.732	14.623
h	N	5045	12.725	14.614
48	M	5043	12.72	14.608
recomendable	A	5043	12.72	14.608
desprecio	N	5042	12.717	14.606
Moscú	K	5041	12.715	14.603
debilitar	V	5039	12.71	14.597
pesar	N	5036	12.702	14.588
kg	N	5035	12.7	14.585
alusión	N	5033	12.695	14.58
instar	V	5032	12.692	14.577
ducha	N	5031	12.689	14.574
frustrar	V	5031	12.689	14.574
eliminatoria	N	5029	12.684	14.568
incapacidad	N	5028	12.682	14.565
olla	N	5028	12.682	14.565
perjuicio	N	5028	12.682	14.565
élite	N	5028	12.682	14.565
duplicar	V	5026	12.677	14.559
despejar	V	5025	12.674	14.556
estudiantil	A	5020	12.662	14.542
accesible	A	5018	12.657	14.536
península	N	5018	12.657	14.536
aprovechamiento	N	5016	12.652	14.53
tejer	V	5015	12.649	14.527
Centroamérica	K	5013	12.644	14.522
